murli_category,label,language,text,source
CA_future_deadline,create_action,hinglish,vendor agreement ki deadline this thursday hai,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Pls invoice bhej do by Monday,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"Sunil, document review chesi repu udayam lopala pampandi",CA01_direct_requests
CA_future_deadline,create_action,hinglish,estimate ki deadline tomorrow hai,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,budget last date Thursday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,The budget is due Tuesday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,boss ne bola project plan chahiye by friday jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the pricing sheet submission deadline is Friday and we're still waiting on inputs from support. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"estimate due hai Friday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,"final deadline for the document is friday. anyone who hasn't submitted yet needs to do it before the meeting, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,The expense report submission closes Tuesday. Please get your part done by 5pm,CA12_deadline_mentions
CA_future_deadline,create_action,en,the board wants the budget delivered by noon tomorrow. We can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,brief last date Thursday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"expense report due Wednesday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"API doc due hai tomorrow, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,compliance doc due hai Wednesday miss mat karna,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Sapna, vendor agreement compile karke the board ko bhejo tonight. Latest data hona chahiye usme",CA01_direct_requests
CA_future_deadline,create_action,hinglish,"spreadsheet due hai next Wednesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,The release notes submission closes next Monday. Please get your part done by Monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,please compile the mom and share it with the auditor. they need it by noon tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,Need you to update the release notes with the latest numbers by EOD,CA01_direct_requests
CA_future_deadline,create_action,en,We need to ship the wireframe by Friday,CA12_deadline_mentions
CA_future_deadline,create_action,en,the wireframe submission closes wednesday. please get your part done by noon tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,en,please send the budget by lunch,CA01_direct_requests
CA_future_deadline,create_action,hinglish,the investor ko playbook delivery by next week chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,en,The SLA is due this Monday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Meera, timesheet compile karke the vendor ko bhejo by tomorrow. Latest data hona chahiye usme",CA01_direct_requests
CA_future_deadline,create_action,en,Heads up the test plan submission deadline is this Monday and we're still waiting on inputs from HR Please prioritize this over everything else,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Bharti, SLA compile krke the partner ko bhejo by end of week. Latest data hona chahiye usme",CA01_direct_requests
CA_future_deadline,create_action,hinglish,Pls spec doc bhej do by Monday,CA01_direct_requests
CA_future_deadline,create_action,hinglish,Sir SLA by end of week chahiye. Latest numbers ke saath update karke bhejo,CA01_direct_requests
CA_future_deadline,create_action,tenglish,Sneha compliance doc compile chesi client ki EOD lopala pampandi Latest data undaali,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"feature spec due Monday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Sir timesheet by noon tomorrow chahiye. Latest numbers ke saath update karke bhejo,CA01_direct_requests
CA_future_deadline,create_action,en,The feature spec submission closes this Friday. Please get your part done ASAP,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"agenda due hai next monday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the PO submission deadline is next Wednesday and we're still waiting on inputs from finance. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Boss ne bola SLA chahiye by end of week Jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,hinglish,"audit report due hai tomorrow, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,the customer ko proposal delivery by Monday chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,contract due hai wednesday miss mat karna,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Padma compliance doc review karke procurement ko bhej do by noon tomorrow,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"prototype final deadline Thursday, inkaa product nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Need you to update the user story with the latest numbers by Friday,CA01_direct_requests
CA_future_deadline,create_action,en,The SLA is due Monday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,design mockup last date Tuesday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,the contract is due tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,sir spec doc tonight chahiye. latest numbers ke saath update karke bhejo,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"Harish, onboarding doc compile chesi client ki Friday lopala pampandi. Latest data undaali",CA01_direct_requests
CA_future_deadline,create_action,hinglish,spreadsheet ki deadline Thursday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,Final deadline for the test plan is Wednesday Anyone who hasn't submitted yet needs to do it by lunch no exceptions,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the wireframe submission deadline is Wednesday and we're still waiting on inputs from sales. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Boss ne bola dashboard chahiye by end of day tomorrow. Jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,hinglish,Vikram file compile karke the stakeholder ko bhejo by end of week Latest data hona chahiye usme,CA01_direct_requests
CA_future_deadline,create_action,en,Need the user story from procurement by tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,Please compile the invoice and share it with the investor. They need it by noon tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,The playbook is due next Monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Send the brochure to the customer by tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the budget submission deadline is Monday and we're still waiting on inputs from operations. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki agenda delivery eod lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,en,Need u to update the minutes with the latest numbers by noon tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,Can u prepare the dashboard for the auditor? They specifically asked for it by noon tomorrow and we can't delay this further,CA01_direct_requests
CA_future_deadline,create_action,en,I need the updated budget sent to accounts by end of day tomorrow. Make sure the latest figures are included,CA01_direct_requests
CA_future_deadline,create_action,hinglish,"onboarding doc due hai day after tomorrow, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"playbook due hai Monday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Deepa, MoM review chesi Friday lopala pampandi",CA01_direct_requests
CA_future_deadline,create_action,en,"Final deadline for the test plan is this Friday. Anyone who hasn't submitted yet needs to do it by end of week, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,I need the updated compliance doc sent to support by end of week. Make sure the latest figures are included,CA01_direct_requests
CA_future_deadline,create_action,en,Everyone needs to validate their dashboard by noon tomorrow. No exceptions this time,CA01_direct_requests
CA_future_deadline,create_action,en,Don't miss the brochure deadline. Last date is next week,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,the partner ko pricing sheet delivery by lunch chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,en,Need you to update the document with the latest numbers by tomorrow,CA01_direct_requests
CA_future_deadline,create_action,hinglish,"timesheet due hai Wednesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,Need the invoice frm logistics by lunch,CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the quotation submission deadline is next week n we're still waiting on inputs from finance. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is this Friday for the dashboard,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,agenda final deadline Wednesday inkaa support nunchi input raledhu Priority meeda pettandi,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,prototype ki deadline next Wednesday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,The proposal is due Monday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,presentation ki deadline this Monday hai,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Divya, vendor agreement compile chesi client ki repu udayam lopala pampandi. Latest data undaali",CA01_direct_requests
CA_future_deadline,create_action,en,sir Need the design mockup from IT by lunch,CA01_direct_requests
CA_future_deadline,create_action,hinglish,"test plan due hai day after tomorrow, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Sir expense report by EOD chahiye. Latest numbers ke saath update karke bhejo,CA01_direct_requests
CA_future_deadline,create_action,en,Need you to update the proposal with the latest numbers by noon tomorrow,CA01_direct_requests
CA_future_deadline,create_action,tenglish,client ki prototype delivery repu udayam lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"brochure due Wednesday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,te,ఈ రోజు EOD లోపల అన్నీ సబ్మిట్ చేయండి,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the feature spec submission deadline is next week and we're still waiting on inputs from logistics. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is this Thursday for the file,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,feature spec ki deadline this Thursday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,We need to ship the presentation tonight,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,compliance doc deadline Thursday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is Wednesday for the document,CA12_deadline_mentions
CA_future_deadline,create_action,en,The playbook is due next Wednesday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"budget final deadline repu, inkaa support nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki compliance doc delivery Friday lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,en,Need you to update the SLA with the latest numbers by EOD,CA01_direct_requests
CA_future_deadline,create_action,tenglish,audit report last date wednesday inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,the investor wants the audit report delivered by tomorrow. We can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,NDA ki deadline Thursday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,Need the vendor agreement from HR by tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the analysis submission deadline is this Thursday and we're still waiting on inputs from HR. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,en,Need you to update the estimate with the latest numbers by lunch,CA01_direct_requests
CA_future_deadline,create_action,en,"Final deadline for the expense report is next Monday. Anyone who hasn't submitted yet needs to do it tonight, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"deck due hai this Monday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,"Final deadline for the project plan is next Monday. Anyone who hasn't submitted yet needs to do it before 3pm, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,Send the API doc to the partner by Friday,CA01_direct_requests
CA_future_deadline,create_action,en,Everyone needs to validate their MoM by noon tomorrow. No exceptions this time,CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the contract submission deadline is Friday and we're still waiting on inputs from logistics. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Prasad, contract review karke HR ko bhej do by EOD",CA01_direct_requests
CA_future_deadline,create_action,en,the partner wants the feature spec delivered by end of day tomorrow. We can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"document due hai Tuesday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,Sir the sow submission closes monday. please get your part done by monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Sir Don't miss the file deadline Last date is next Monday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,pricing sheet deadline repu,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,Pls onboarding doc pampu EOD lopala,CA01_direct_requests
CA_future_deadline,create_action,hinglish,the board ko invoice delivery by end of day tomorrow chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,the director ko release notes delivery by next week chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,en,The presentation submission closes tomorrow. Please get your part done by EOD,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"timesheet due hai this Thursday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"user story final deadline Monday, inkaa IT nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,can you prepare the timesheet for the auditor they specifically asked for it by tomorrow and we can't delay this further,CA01_direct_requests
CA_future_deadline,create_action,en,The spreadsheet submission closes Friday Please get your part done today itself,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Ganesh, design mockup review karke operations ko bhej do by end of week",CA01_direct_requests
CA_future_deadline,create_action,tenglish,"presentation EOD lopala kaavali client ki. Thvaraga tayaaru cheyi, pampe mundu numbers check cheyi",CA01_direct_requests
CA_future_deadline,create_action,en,The spreadsheet is due Friday,CA12_deadline_mentions
CA_future_deadline,create_action,en,The deck submission closes tomorrow. Please get your part done by noon tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is Wednesday for the deck,CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is Tuesday for the NDA,CA12_deadline_mentions
CA_future_deadline,create_action,en,Can you prepare the RFP for the client? They specifically asked for it tonight and we can't delay this further,CA01_direct_requests
CA_future_deadline,create_action,en,The wireframe is due next Monday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"dashboard repu udayam lopala kaavali client ki. Thvaraga tayaaru cheyi, pampe mundu numbers check cheyi",CA01_direct_requests
CA_future_deadline,create_action,en,sir Deadline is next week for the file,CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is Tuesday for the compliance doc,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,project plan ki deadline this Friday hai,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki SLA delivery Friday lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"api doc due tuesday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,The quotation submission closes day after tomorrow Please get your part done tonight,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"project plan final deadline Tuesday, inkaa IT nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Don't miss the spec doc deadline. Last date is Friday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Fix the prototype tonight,CA01_direct_requests
CA_future_deadline,create_action,en,Don't miss the minutes deadline. Last date is this Thursday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,the stakeholder ko minutes delivery by monday chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,file deadline Monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is tomorrow for the prototype,CA12_deadline_mentions
CA_future_deadline,create_action,en,We need to ship the NDA by next week,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Final deadline for the RFP is this Thursday. Anyone who hasn't submitted yet needs to do it by EOD, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,plz send the PO by end of day tomorrow,CA01_direct_requests
CA_future_deadline,create_action,hinglish,Pls minutes bhej do tonight,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"Divya, contract reveiw chesi repu udayam lopala pampandi",CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the SLA submission deadline is this Monday and we're still waiting on inputs from accounts. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Sunita, contract review karke accounts ko bhej do by Friday",CA01_direct_requests
CA_future_deadline,create_action,tenglish,"spreadsheet due Monday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Need the risk assessment from logistics tonight,CA01_direct_requests
CA_future_deadline,create_action,hinglish,"Mohan, contract compile karke the board ko bhejo by tomorrow. Latest data hona chahiye usme",CA01_direct_requests
CA_future_deadline,create_action,en,The design mockup submission closes day after tomorrow. Please get your part done by end of day tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"project plan final deadline Tuesday, inkaa sales nunchi input raledhu. Priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,i need the updated document sent to procurement by next week. make sure the latest figures are included,CA01_direct_requests
CA_future_deadline,create_action,en,the project plan is due thursday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,contract ki deadline Tuesday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,The analysis submission closes Thursday. Please get your part done by lunch,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,MoM due hai Wednesday miss mat karna,CA12_deadline_mentions
CA_future_deadline,create_action,en,the ceo wants the minutes delivered by friday. we can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,agenda ki deadline Tuesday hai,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki PO delivery Friday lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,en,Please compile the proposal and share it with the auditor. They need it by next week,CA01_direct_requests
CA_future_deadline,create_action,en,The playbook submission closes Tuesday Please get your part done by end of day tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,NDA last date Monday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,quotation deadline tuesday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,Sapna estimate review chesi Friday lopala pampandi,CA01_direct_requests
CA_future_deadline,create_action,en,Don't miss the dashboard deadline. Last date is next Wednesday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"compliance doc due hai day after tomorrow, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,the director ko invoice delivery tonight chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Nikhil, agenda compile chesi client ki EOD lopala pampandi. Latest data undaali",CA01_direct_requests
CA_future_deadline,create_action,hinglish,Boss ne bola brief chahiye tonight. Jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,en,Kindly review the brief and share feedback by Monday,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"report Friday lopala kaavali client ki. Thvaraga tayaaru cheyi, pampe mundu numbers check cheyi",CA01_direct_requests
CA_future_deadline,create_action,en,I need the updated playbook sent to HR tonight. Make sure the latest figures are included,CA01_direct_requests
CA_future_deadline,create_action,hinglish,Boss ne bola design mockup chahiye by tomorrow. Jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,hinglish,SOW ki deadline Tuesday hai,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,API doc deadline Thursday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"spreadsheet due hai Thursday, miss mat krna",CA12_deadline_mentions
CA_future_deadline,create_action,en,Submit everything by Friday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"RFP due hai next week, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,Please compile the pricing sheet and share it with the director. They need it by Monday,CA01_direct_requests
CA_future_deadline,create_action,en,Send the feature spec to leadership by EOD,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"po due monday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Upload the doc by next week,CA01_direct_requests
CA_future_deadline,create_action,en,"Final deadline for the brochure is Monday. Anyone who hasn't submitted yet needs to do it before the meeting, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is next Wednesday for the SLA,CA12_deadline_mentions
CA_future_deadline,create_action,en,The onboarding doc submission closes Thursday. Please get your part done by Friday,CA12_deadline_mentions
CA_future_deadline,create_action,en,please review the presentation update the numbers section and share it with marketing we need this done by eod,CA01_direct_requests
CA_future_deadline,create_action,en,"Heads up, the vendor agreement submission deadline is next Wednesday and we're still waiting on inputs from operations. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Sir prototype by end of week chahiye. Latest numbers ke saath update karke bhejo,CA01_direct_requests
CA_future_deadline,create_action,en,Please compile the file and share it with the CEO. They need it by tomorrow,CA01_direct_requests
CA_future_deadline,create_action,hinglish,expense report ki deadline Tuesday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,Don't miss the risk assessment deadline. Last date is next Monday,CA12_deadline_mentions
CA_future_deadline,create_action,en,The agenda is due day after tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,budget final deadline repu inkaa engineering nunchi input raledhu priority meeda pettandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Final deadline for the report is next Monday. Anyone who hasn't submitted yet needs to do it by EOD, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,en,Please compile the expense report and share it with the vendor. They need it by lunch,CA01_direct_requests
CA_future_deadline,create_action,hinglish,API doc ki deadline tomorrow hai,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,project plan last date repu. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,en,Verify the risk assessment by end of week,CA01_direct_requests
CA_future_deadline,create_action,tenglish,quotation final deadline Wednesday inkaa finance nunchi input raledhu Priority meeda pettandi,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"Anjali, NDA compile karke management ko bhejo by EOD. Latest data hona chahiye usme",CA01_direct_requests
CA_future_deadline,create_action,en,The budget submission closes this Thursday. Please get your part done before 3pm,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"proposal due hai next Monday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,pls send the expense report by next week,CA01_direct_requests
CA_future_deadline,create_action,en,"Final deadline for the document is Monday. Anyone who hasn't submitted yet needs to do it within the hour, no exceptions",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,Arjun MoM review chesi Friday lopala pampandi,CA01_direct_requests
CA_future_deadline,create_action,en,Please compile the project plan and share it with the customer. They need it by end of day tomorrow,CA01_direct_requests
CA_future_deadline,create_action,tenglish,analysis last date Thursday. Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"file due Friday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,Please send the project plan by noon tomorrow,CA01_direct_requests
CA_future_deadline,create_action,en,Send the prototype to the stakeholder tonight,CA01_direct_requests
CA_future_deadline,create_action,en,Send the proposal to leadership by end of week,CA01_direct_requests
CA_future_deadline,create_action,en,Deadline is this Thursday for the RFP,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,"SOW due hai this Friday, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Prasad, pricing sheet review chesi Friday lopala pampandi",CA01_direct_requests
CA_future_deadline,create_action,hinglish,"PO due hai next week, miss mat karna",CA12_deadline_mentions
CA_future_deadline,create_action,en,Don't miss the report deadline. Last date is this Thursday,CA12_deadline_mentions
CA_future_deadline,create_action,en,The invoice is due Tuesday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"onboarding doc due Wednesday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Aaj EOD tak sab submit kro,CA12_deadline_mentions
CA_future_deadline,create_action,en,"please review the mom, update the numbers section, and share it with support. we need this done by next week",CA01_direct_requests
CA_future_deadline,create_action,en,Submit everything tonight,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,Boss ne bola feature spec chahiye by EOD. Jaldi bhejo,CA01_direct_requests
CA_future_deadline,create_action,en,Deadline is Wednesday for the estimate,CA12_deadline_mentions
CA_future_deadline,create_action,en,The brochure is due day after tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,en,don't miss the presentation deadline. last date is tomorrow,CA12_deadline_mentions
CA_future_deadline,create_action,en,the auditor wants the invoice delivered by EOD. We can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"NDA due Tuesday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,the invoice submission closes this thursday please get your part done within the hour,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"user story final deadline wednesday, inkaa finance nunchi input raledhu. priority meeda pettandi",CA12_deadline_mentions
CA_future_deadline,create_action,en,the customer wants the test plan delivered by lunch. We can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,en,Need the timesheet from HR by end of day tomorrow,CA01_direct_requests
CA_future_deadline,create_action,hinglish,leadership ko project plan delivery by tomorrow chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,en,everyone needs to share their timesheet by friday. no exceptions this time,CA01_direct_requests
CA_future_deadline,create_action,en,the board wants the spec doc delivered by lunch. We can't push this deadline any further,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Vikram, audit report compile chesi client ki EOD lopala pampandi. Latest data undaali",CA01_direct_requests
CA_future_deadline,create_action,hinglish,Pls vendor agreement bhej do by lunch,CA01_direct_requests
CA_future_deadline,create_action,tenglish,"user story due friday, miss avvakandi",CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,client ki NDA delivery repu udayam lopala kaavaali,CA12_deadline_mentions
CA_future_deadline,create_action,en,"Heads up, the SLA submission deadline is this Thursday and we're still waiting on inputs from compliance. Please prioritize this over everything else",CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,the director ko spec doc delivery by Friday chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,timesheet deadline Thursday,CA12_deadline_mentions
CA_future_deadline,create_action,en,Deadline is Wednesday for the proposal,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,Rani spec doc review chesi repu udayam lopala pampandi,CA01_direct_requests
CA_future_deadline,create_action,en,We need to ship the MoM tonight,CA12_deadline_mentions
CA_future_deadline,create_action,en,I need the updated pricing sheet sent to business dev by lunch. Make sure the latest figures are included,CA01_direct_requests
CA_future_deadline,create_action,en,the pricing sheet is due monday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,"Sneha, agenda compile chesi client ki repu udayam lopala pampandi. Latest data undaali",CA01_direct_requests
CA_future_deadline,create_action,en,Kindly review the deck and share feedback by Monday,CA01_direct_requests
CA_future_deadline,create_action,hinglish,RFP ki deadline Tuesday hai,CA12_deadline_mentions
CA_future_deadline,create_action,en,The project plan is due this Thursday,CA12_deadline_mentions
CA_future_deadline,create_action,en,The test plan is due Wednesday,CA12_deadline_mentions
CA_future_deadline,create_action,en,the test plan is due monday,CA12_deadline_mentions
CA_future_deadline,create_action,hinglish,management ko agenda delivery by Monday chahiye,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,release notes deadline Monday,CA12_deadline_mentions
CA_future_deadline,create_action,tenglish,SOW last date Thursday Inkaa cheyanivaaru thvaraga cheyandi,CA12_deadline_mentions
CA_self_commitment,create_action,en,Give me until Tuesday to sort this out. I need to check with engineering and the vendor before I can confirm anything on the SLA,CA16_promises_to_others
CA_self_commitment,create_action,hinglish,by next week budget pe udpate karta hun,CA16_promises_to_others
CA_self_commitment,create_action,en,i'll loop you in once we have clarity on the budget. expecting an answer from leadership next week,CA16_promises_to_others
CA_self_commitment,create_action,hinglish,"Kaam kar raha hun, by tomorrow ho jayega",CA15_self_commitments
